debug_generado,droga,marca,presentacion_original,forma,dosis,unidad,cantidad,resto
2026-06-22 20:03:25,aceite de salvia chia,CHIACAPS PREMIUM,caps.x 30,CÁPSULAS,,,30,
2026-06-22 20:03:25,aceite de salvia chia,CHIACAPS PREMIUM,caps.x 60,CÁPSULAS,,,60,
2026-06-22 20:03:25,aceites minerales,MODATON NI,jalea x 310 g,JALEA,,,,
2026-06-22 20:03:25,acenocumarol,SINTROM,1 mg comp.x 20,COMPRIMIDOS,1,MG,20,
2026-06-22 20:03:25,acenocumarol,SAXIOM,4 mg comp.x 20,COMPRIMIDOS,4,MG,20,
2026-06-22 20:03:25,acenocumarol,ACENOCOUMAROL ROSPAW,4 mg comp.x 20,COMPRIMIDOS,4,MG,20,
2026-06-22 20:03:25,acenocumarol,FORTONOL,4 mg comp.x 20,COMPRIMIDOS,4,MG,20,
2026-06-22 20:03:25,acenocumarol,SINTROM,4 mg comp.x 20,COMPRIMIDOS,4,MG,20,
2026-06-22 20:03:25,acenocumarol,AZECAR,4 mg comp.x 30,COMPRIMIDOS,4,MG,30,
2026-06-22 20:03:25,acetazolamida,ACETA,250 mg comp.x 20,COMPRIMIDOS,250,MG,20,
2026-06-22 20:03:25,acetazolamida,DIABO,250 mg comp.x 50,COMPRIMIDOS,250,MG,50,
2026-06-22 20:03:25,acetilcarnitina,NEUREX,500 mg comp.x 40,COMPRIMIDOS,500,MG,40,
2026-06-22 20:03:25,acetilcarnitina,NEUROACTIL,comp.x 30,COMPRIMIDOS,,,30,
2026-06-22 20:03:25,acetilcisteína,CEDRIMUC,200 mg sob.x 10,SOBRES,200,MG,10,
2026-06-22 20:03:25,acetilcisteína,TOFLUX,200 mg sob.x 20,SOBRES,200,MG,20,
2026-06-22 20:03:25,acetilcisteína,ACEMUK,200 mg tab.efer.x 10,TABLETAS,200,MG,10,efer
2026-06-22 20:03:25,acetilcisteína,QURA MUK,600 mg comp.disp.x 10,COMPRIMIDOS,600,MG,10,disp
2026-06-22 20:03:25,acetilcisteína,QURA MUK,600 mg comp.disp.x 20,COMPRIMIDOS,600,MG,20,disp
2026-06-22 20:03:25,acetilcisteína,DOSOMUK,600 mg comp.dispers.x 10,COMPRIMIDOS DISPERSABLES,600,MG,10,
2026-06-22 20:03:25,acetilcisteína,DOSOMUK,600 mg comp.dispers.x 20,COMPRIMIDOS DISPERSABLES,600,MG,20,
2026-06-22 20:03:25,acetilcisteína,MAXVAN,600 mg comp.efer.x 10,COMPRIMIDOS EFERVESCENTES,600,MG,10,
2026-06-22 20:03:25,acetilcisteína,ACETILCISTEINA TEVA,600 mg comp.efer.x 10,COMPRIMIDOS EFERVESCENTES,600,MG,10,
2026-06-22 20:03:25,acetilcisteína,BRONCOLIUM,600 mg comp.efer.x 10,COMPRIMIDOS EFERVESCENTES,600,MG,10,
2026-06-22 20:03:25,acetilcisteína,BRONCOLIUM,600 mg comp.efer.x 12,COMPRIMIDOS EFERVESCENTES,600,MG,12,
2026-06-22 20:03:25,acetilcisteína,MAXVAN,600 mg comp.efer.x 20,COMPRIMIDOS EFERVESCENTES,600,MG,20,
2026-06-22 20:03:25,acetilcisteína,BRONCOLIUM,600 mg comp.efer.x 24,COMPRIMIDOS EFERVESCENTES,600,MG,24,
2026-06-22 20:03:25,acetilcisteína,BISTRONFOR,600 mg sob.x 10,SOBRES,600,MG,10,
2026-06-22 20:03:25,acetilcisteína,DENVERMUC 600,600 mg sob.x 10,SOBRES,600,MG,10,
2026-06-22 20:03:25,acetilcisteína,BALIMUC,600 mg sob.x 10,SOBRES,600,MG,10,
2026-06-22 20:03:25,acetilcisteína,TOFLUX,600 mg sob.x 10,SOBRES,600,MG,10,
2026-06-22 20:03:25,acetilcisteína,TEMPOTANE,600 mg sob.x 10,SOBRES,600,MG,10,
2026-06-22 20:03:25,acetilcisteína,CISTEFORT,600 mg sob.x 10,SOBRES,600,MG,10,
2026-06-22 20:03:25,acetilcisteína,TOFLUX,600 mg sob.x 20,SOBRES,600,MG,20,
2026-06-22 20:03:25,acetilcisteína,TEMPOTANE,600 mg sob.x 20,SOBRES,600,MG,20,
2026-06-22 20:03:25,acetilcisteína,CISTEFORT,600 mg sob.x 20,SOBRES,600,MG,20,
2026-06-22 20:03:25,acetilcisteína,ACEMUK,600 mg tab.efer.x 10,TABLETAS,600,MG,10,efer
2026-06-22 20:03:25,acetilcisteína,ACEMUK,600 mg tab.efer.x 20,TABLETAS,600,MG,20,efer
2026-06-22 20:03:25,acetilcisteína,ACEMUK,600 mg tab.efer.x 60,TABLETAS,600,MG,60,efer
2026-06-22 20:03:25,acetilcisteína,ACEMUK,600 mg tab.efer.x 90,TABLETAS,600,MG,90,efer
2026-06-22 20:03:25,acetilcisteína,QURA MUK,jbe.x 100 ml,JARABE,,,,
2026-06-22 20:03:25,acetilcisteína,TEMPOTANE,jbe.x 100 ml,JARABE,,,,
2026-06-22 20:03:25,acetilcisteína,TOFLUX JARABE,jbe.x 100 ml,JARABE,,,,
2026-06-22 20:03:25,acetilcisteína,ACEMUK JARABE,jbe.x 100 ml,JARABE,,,,
2026-06-22 20:03:25,"acetilcisteína, paracet., asoc",ACEMUK GRIP,comp.eferv.x 10,COMPRIMIDOS,,,10,eferv
2026-06-22 20:03:25,"acetilcisteína, paracet., asoc",ACEMUK DIA Y NOCHE,comp.eferv.x 16,COMPRIMIDOS,,,16,eferv
2026-06-22 20:03:25,"acetilcisteína, tirotricina, a",ACEMUK L,comp.x 20,COMPRIMIDOS,,,20,
2026-06-22 20:03:25,"acetilsalic.,ác, atorvastatín,",OMNIPIL,100/20/10 mg cáps.x 30,CÁPSULAS,100/20/10,MG,30,
2026-06-22 20:03:25,"acetilsalic.,ác, atorvastatín,",OMNIPIL,100/20/2.5 mg cáps.x 30,CÁPSULAS,100/20/2.5,MG,30,
2026-06-22 20:03:25,"acetilsalic.,ác, atorvastatín,",OMNIPIL,100/20/5 mg cáps.x 30,CÁPSULAS,100/20/5,MG,30,
2026-06-22 20:03:25,"acetilsalicílico,ác.",ASPIRINA CARDIO VENT-3,100 mg blist.x 25 x 30 u,BLÍSTER,100,MG,25,x 30 u
2026-06-22 20:03:25,"acetilsalicílico,ác.",NUEVAPINA CARDIO,100 mg comp.x 50,COMPRIMIDOS,100,MG,50,
2026-06-22 20:03:25,"acetilsalicílico,ác.",NUEVAPINA 100,100 mg comp.x 98,COMPRIMIDOS,100,MG,98,
2026-06-22 20:03:25,"acetilsalicílico,ác.",ASPIRINA 100 VENT-3,100mg blist.x10 x10comp.,BLÍSTER,100,MG,10,x10comp
2026-06-22 20:03:25,"acetilsalicílico,ác.",ASPIRINA 500 VENT-3,500 mg comp.x 30,COMPRIMIDOS,500,MG,30,
2026-06-22 20:03:25,"acetilsalicílico,ác.",ASPIRINA 500 VENT-3,500mg blist.x10 x10comp.,BLÍSTER,500,MG,10,x10comp
2026-06-22 20:03:25,"acetilsalicílico,ác.",ISASPIRINA,aspirina prev.comp.x 60,COMPRIMIDOS,,,60,
2026-06-22 20:03:25,"acetilsalicílico,ác.",ASPIRINA PREVENT,comp.cub.enterica x 20,COMPRIMIDOS,,,20,cub.enterica
2026-06-22 20:03:25,"acetilsalicílico,ác.",ASPIRINA PREVENT,comp.cub.enterica x 50,COMPRIMIDOS,,,50,cub.enterica
2026-06-22 20:03:25,"acetilsalicílico,ác.",ASPIRINA PREVENT 325,comp.cub.enterica x 60,COMPRIMIDOS,,,60,cub.enterica
2026-06-22 20:03:25,"acetilsalicílico,ác.",BAYASPIRINA FORTE,comp.x 20,COMPRIMIDOS,,,20,
2026-06-22 20:03:25,"acetilsalicílico,ác.",ASPIRINETAS,comp.x 28,COMPRIMIDOS,,,28,
2026-06-22 20:03:25,"acetilsalicílico,ác.",BAYASPIRINA,comp.x 30,COMPRIMIDOS,,,30,
2026-06-22 20:03:25,"acetilsalicílico,ác.",ASPIRINETAS,comp.x 98,COMPRIMIDOS,,,98,
2026-06-22 20:03:25,"acetilsalicílico,ác., asoc.",FALGOS  EXPENDEDOR X 25 B,comp. x 4 x 25 blisters,COMPRIMIDOS,,,4,x 25 blisters
2026-06-22 20:03:25,"acetilsalicílico,ác., asoc.",RESAQUIT V.L.,comp.bicapa x 12,COMPRIMIDOS,,,12,bicapa
2026-06-22 20:03:25,"acetilsalicílico,ác., asoc.",RESAQUIT V.L.,comp.bicapa x 4,COMPRIMIDOS,,,4,bicapa
2026-06-22 20:03:25,"acetilsalicílico,ác., asoc.",TETRALGIN APC,comp.rec.x 10,COMPRIMIDOS RECUBIERTOS,,,10,
2026-06-22 20:03:25,"acetilsalicílico,ác., asoc.",TETRALGIN APC,comp.rec.x 20,COMPRIMIDOS RECUBIERTOS,,,20,
2026-06-22 20:03:25,"acetilsalicílico,ác., asoc.",FALGOS,comp.x 12,COMPRIMIDOS,,,12,
2026-06-22 20:03:25,"acetilsalicílico,ác., asoc.",TAFIROL RESACA,comp.x 8,COMPRIMIDOS,,,8,
2026-06-22 20:03:25,"acetilsalicílico,ác., cafeína",CAFIASPIRINA PLUS,comp.x 20,COMPRIMIDOS,,,20,
2026-06-22 20:03:25,"acetilsalicílico,ác., cafeína",CAFIASPIRINA,comp.x 30,COMPRIMIDOS,,,30,
2026-06-22 20:03:25,"acetilsalicílico,ác., cafeína",ALIKAL,expend.sob.x 3 (c/prosp),SOBRES EXPENDEDOR,,,3,(c/prosp)
2026-06-22 20:03:25,"acetilsalicílico,ác., cafeína",ALIKAL LIMON,expend.sob.x 3(c/prosp),SOBRES EXPENDEDOR,,,3,(c/prosp)
2026-06-22 20:03:25,"acetilsalicílico,ác., cafeína",ALIKAL NARANJA,expend.sob.x 3(c/prosp),SOBRES EXPENDEDOR,,,3,(c/prosp)
2026-06-22 20:03:25,"acetilsalicílico,ác., cafeína",ALIKAL LIMON,expend.sob.x 30(c/prosp),SOBRES EXPENDEDOR,,,30,(c/prosp)
2026-06-22 20:03:25,"acetilsalicílico,ác., cafeína",ALIKAL NARANJA,expend.sob.x 30(c/prosp),SOBRES EXPENDEDOR,,,30,(c/prosp)
2026-06-22 20:03:25,"acetilsalicílico,ác., cafeína",ALIKAL,expend.sob.x 30(c/prosp),SOBRES EXPENDEDOR,,,30,(c/prosp)
2026-06-22 20:03:25,"acetilsalicílico,ác., vit.c",BAYASPIRINA C LIMON 240 M,efer.gran.sob.x 12,GRÁNULOS EFERVESCENTES SOBRES,,,12,
2026-06-22 20:03:25,"acetilsalicílico,ác., vit.c",BAYASPIRINA C LIMON 240 M,efer.gran.sob.x 24,GRÁNULOS EFERVESCENTES SOBRES,,,24,
2026-06-22 20:03:25,"acetilsalicílico,ác., vit.c",BAYASPIRINA C CALIENTE,gran.sob.x 24,GRÁNULOS SOBRES,,,24,
2026-06-22 20:03:25,"acetilsalicílico,ác., vit.c, v",CARDIAX,comp.x 30,COMPRIMIDOS,,,30,
2026-06-22 20:03:25,"acexámico,ác., asoc.",RESTAURENE,pomo x 20 g,POMO,,,,
2026-06-22 20:03:25,aciclovir,XICLOVIR,200 mg comp.rec.x 30,COMPRIMIDOS RECUBIERTOS,200,MG,30,
2026-06-22 20:03:25,aciclovir,LAFEVIR,200 mg comp.x 20,COMPRIMIDOS,200,MG,20,
2026-06-22 20:03:25,aciclovir,LAFEVIR,200 mg comp.x 40,COMPRIMIDOS,200,MG,40,
2026-06-22 20:03:25,aciclovir,XICLOVIR,400 mg comp. x 20,COMPRIMIDOS,400,MG,20,
2026-06-22 20:03:25,aciclovir,XICLOVIR,400 mg comp. x 40,COMPRIMIDOS,400,MG,40,
2026-06-22 20:03:25,aciclovir,POVIRAL,400 mg comp.x 20,COMPRIMIDOS,400,MG,20,
2026-06-22 20:03:25,aciclovir,ACERPES,400 mg comp.x 20,COMPRIMIDOS,400,MG,20,
2026-06-22 20:03:25,aciclovir,POVIRAL,400 mg comp.x 40,COMPRIMIDOS,400,MG,40,
2026-06-22 20:03:25,aciclovir,LAFEVIR,5 g/100 g cr.dérm.x 5 g,CREMA DÉRMICA,5g/100g,MG/ML,,
2026-06-22 20:03:25,aciclovir,VIROSTATIC,5% cr.dérm.x 10 g,CREMA DÉRMICA,5,%,,
2026-06-22 20:03:25,aciclovir,LABIODERM,5% cr.x 10 g,CREMA,5,%,,
2026-06-22 20:03:25,aciclovir,KLOVIRACIL,5% cr.x 10 g,CREMA,5,%,,
2026-06-22 20:03:25,aciclovir,ACERPES,5% cr.x 5 g,CREMA,5,%,,
2026-06-22 20:03:25,aciclovir,XICLOVIR,5% crema x 5 g,CREMA,5,%,,
2026-06-22 20:03:25,aciclovir,XICLOVIR,5% ung.derm.x 5 g,UNGÜENTO,5,%,,derm
2026-06-22 20:03:25,aciclovir,XICLOVIR,8% susp.fco.x 120 ml,SUSPENSIÓN,8,%,,fco
2026-06-22 20:03:25,aciclovir,POVIRAL,800 mg comp.x 20,COMPRIMIDOS,800,MG,20,
2026-06-22 20:03:25,aciclovir,ACERPES,800 mg comp.x 20,COMPRIMIDOS,800,MG,20,
2026-06-22 20:03:25,aciclovir,LAFEVIR,800 mg comp.x 20,COMPRIMIDOS,800,MG,20,
2026-06-22 20:03:25,aciclovir,POVIRAL,800 mg comp.x 40,COMPRIMIDOS,800,MG,40,
2026-06-22 20:03:25,aciclovir,LAFEVIR,800 mg comp.x 40,COMPRIMIDOS,800,MG,40,
2026-06-22 20:03:25,aciclovir,LISOVYR,caps.x 20,CÁPSULAS,,,20,
2026-06-22 20:03:25,aciclovir,LISOVYR 400,comp.rec.x 20,COMPRIMIDOS RECUBIERTOS,,,20,
2026-06-22 20:03:25,aciclovir,LISOVYR 800,comp.rec.x 20,COMPRIMIDOS RECUBIERTOS,,,20,
2026-06-22 20:03:25,aciclovir,LISOVYR 800,comp.rec.x 40,COMPRIMIDOS RECUBIERTOS,,,40,
2026-06-22 20:03:25,aciclovir,XICLOVIR 800,comp.x 20,COMPRIMIDOS,,,20,
2026-06-22 20:03:25,aciclovir,XICLOVIR 800,comp.x 40,COMPRIMIDOS,,,40,
2026-06-22 20:03:25,aciclovir,POVIRAL,cr.dérm.x 5 g,CREMA DÉRMICA,,,,
2026-06-22 20:03:25,aciclovir,APOFARM,cr.x 5 g,CREMA,,,,
2026-06-22 20:03:25,aciclovir,DIOXIS,cr.x 5 g,CREMA,,,,
2026-06-22 20:03:25,aciclovir,ORALSONE HERPES VL,cr.x 5 g,CREMA,,,,
2026-06-22 20:03:25,aciclovir,LISOVYR SUSPENSION 8%,fco.x 120 ml,FRASCO,,,,
2026-06-22 20:03:25,aciclovir,LISOVYR CREMA,pomo x 5 g,POMO,,,,
2026-06-22 20:03:25,aciclovir,POVIRAL,susp.x 125 ml,SUSPENSIÓN,,,,
2026-06-22 20:03:25,aciclovir,LISOVYR,ung.x 10 g,UNGÜENTO,,,,
2026-06-22 20:03:25,"aciclovir, hidrocortisona",XICLOVIR H,cr. x 5 g,CREMA,,,,
2026-06-22 20:03:25,"aciclovir, hidrocortisona",LISOVYR CORT,pomo x 5 g,POMO,,,,
2026-06-22 20:03:25,ácido carglumico,CARBAGLU,200 mg comp.disper.x 5,COMPRIMIDOS,200,MG,5,disper
2026-06-22 20:03:25,ácido cólico,ORPHACOL,250 mg cáps.x 30,CÁPSULAS,250,MG,30,
2026-06-22 20:03:25,ácido cólico,ORPHACOL,50 mg cáps.x 30,CÁPSULAS,50,MG,30,
2026-06-22 20:03:25,ácido omega 3-ésteres etílicos,OMECAP 90,cáps.blandas x 30,CÁPSULAS BLANDAS,,,30,
2026-06-22 20:03:25,acitretina,NEOTIGASON,10 mg caps.x 30,CÁPSULAS,10,MG,30,
2026-06-22 20:03:25,acitretina,NEOTIGASON,25 mg caps.x 30,CÁPSULAS,25,MG,30,
2026-06-22 20:03:25,acth,ACTHEL,25 UI f.a+jer+ag+solv.,,25,UI,,f.a+jer+ag+solv
2026-06-22 20:03:25,acth,ACTHEL,40 UI gel f.a.+jer+ag.,GEL,40,UI,,f.a.+jer+ag
2026-06-22 20:03:25,,ACTIVADOR TISULAR PLASMINÓGENO ACTILYSE,50 mg iny.f.a.x 2,INYECTABLE FRASCO AMPOLLA,50,MG,2,
2026-06-22 20:03:25,adalimumab,HUMIRA AC X 2 (20 MG),20mg/0.2ml jer.prell.x 2,JERINGA PRELLENADA,20mg/0.2ml,MG/ML,2,
2026-06-22 20:03:25,adalimumab,HUMIRA AC X 2 (40 MG),40mg/0.4ml lap.prell.x 2,LAPICERA PRELLENADA,40mg/0.4ml,MG/ML,2,
2026-06-22 20:03:25,adalimumab,AMGEVITA,40mg/0.8ml autoiny.x 2,AUTOINYECTOR,40mg/0.8ml,MG/ML,2,
2026-06-22 20:03:25,adalimumab,ABRILADA,40mg/0.8ml lap.prell.x 2,LAPICERA PRELLENADA,40mg/0.8ml,MG/ML,2,
2026-06-22 20:03:25,adalimumab,HYRIMOZ,40mg/0.8ml lap.prell.x 2,LAPICERA PRELLENADA,40mg/0.8ml,MG/ML,2,
2026-06-22 20:03:25,adalimumab,HUMIRA AC X 1 (80 MG),80mg/0.8ml lap.prell.x 1,LAPICERA PRELLENADA,80mg/0.8ml,MG/ML,1,
2026-06-22 20:03:25,adapaleno,PANALENE,0.1% cr.x 30 g,CREMA,0.1,%,,
2026-06-22 20:03:25,adapaleno,DIFFERIN,0.1% cr.x 30 g,CREMA,0.1,%,,
2026-06-22 20:03:25,adapaleno,AXNE 0.1%,0.1% gel x 30 g,GEL,0.1,%,,
2026-06-22 20:03:25,adapaleno,EXOGEL,0.1% gel x 30 g,GEL,0.1,%,,
2026-06-22 20:03:25,adapaleno,ADAPNE,0.1% gel x 30 g,GEL,0.1,%,,
2026-06-22 20:03:25,adapaleno,SINAC,0.1% gel x 30 g,GEL,0.1,%,,
2026-06-22 20:03:25,adapaleno,DONIQ,0.1% gel x 30 g,GEL,0.1,%,,
2026-06-22 20:03:25,adapaleno,PANALENE,0.1% gel x 30 g,GEL,0.1,%,,
2026-06-22 20:03:25,adapaleno,DIFFERIN,0.1% gel x 30 g,GEL,0.1,%,,
2026-06-22 20:03:25,adapaleno,AXNE 0.3%,0.3% gel x 30 g,GEL,0.3,%,,
2026-06-22 20:03:25,adapaleno,EXOGEL,0.3% gel x 30 g,GEL,0.3,%,,
2026-06-22 20:03:25,adapaleno,ADAPNE,0.3% gel x 30 g,GEL,0.3,%,,
2026-06-22 20:03:25,adapaleno,PANALENE,0.3% gel x 30 g,GEL,0.3,%,,
2026-06-22 20:03:25,adapaleno,SINAC,0.3% gel x 30 g,GEL,0.3,%,,
2026-06-22 20:03:25,adapaleno,DONIQ,0.3% gel x 30 g,GEL,0.3,%,,
2026-06-22 20:03:25,adapaleno,DIFFERIN,0.3% gel x 30 g,GEL,0.3,%,,
2026-06-22 20:03:25,adapaleno,DERMOTOPIC,gel 0.1% x 30 g,GEL,0.1,%,,
2026-06-22 20:03:25,adapaleno,DERMOTOPIC,gel 0.3% x 30 g,GEL,0.3,%,,
2026-06-22 20:03:25,adapaleno,ADERMICINA ANTI ACNE,gel x 30 g,GEL,,,,
2026-06-22 20:03:25,"adapaleno, benzoílo,peróxido",DERMOTOPIC DUO,gel x 30 g,GEL,,,,
2026-06-22 20:03:25,"adapaleno, benzoílo,peróxido",DUOTEX,gel x 30 g,GEL,,,,
2026-06-22 20:03:25,"adapaleno, benzoílo,peróxido",GELACNE,gel x 30 g,GEL,,,,
2026-06-22 20:03:25,"adapaleno, benzoílo,peróxido",DUOTEX FORTE,gel x 30 g,GEL,,,,
2026-06-22 20:03:25,"adapaleno, benzoílo,peróxido",ADAPNE DUO,gel x 30 g,GEL,,,,
2026-06-22 20:03:25,"adapaleno, benzoílo,peróxido",SINAC PB FORTE,gel x 30 g,GEL,,,,
2026-06-22 20:03:25,"adapaleno, benzoílo,peróxido",PANALENE DUO FORTE,gel x 30 g,GEL,,,,
2026-06-22 20:03:25,"adapaleno, benzoílo,peróxido",EPIDUO FORTE,gel x 30 g,GEL,,,,
2026-06-22 20:03:25,"adapaleno, benzoílo,peróxido",EPIDUO,gel x 30 g pump,GEL,,,,pump
2026-06-22 20:03:25,"adapaleno, benzoílo,peróxido",DONIQ DUO,gel x 45 g,GEL,,,,
2026-06-22 20:03:25,"adapaleno, benzoílo,peróxido",PANALENE DUO,gel x 50 g,GEL,,,,
2026-06-22 20:03:25,"adapaleno, clindamicina",DERMOTOPIC CLIN,gel x 30 g,GEL,,,,
2026-06-22 20:03:25,"adapaleno, clindamicina",PANALENE CLIN 1,gel x 30 gr,GEL,,,30,gr
2026-06-22 20:03:25,"adapaleno, clindamicina",LENEMICINA,pomo x 30 gr,POMO,,,30,gr
2026-06-22 20:03:25,adrenalina,ADRENALINA BIOL,1o/oo a.x 10 x 1 ml,AMPOLLA,1,,10,
2026-06-22 20:03:25,afatinib,AFATIXANE,20 mg comp.rec.x 28,COMPRIMIDOS RECUBIERTOS,20,MG,28,
2026-06-22 20:03:25,afatinib,GIOTRIF,20 mg comp.x 28,COMPRIMIDOS,20,MG,28,
2026-06-22 20:03:25,afatinib,AFATIXANE,30 mg comp.rec.x 28,COMPRIMIDOS RECUBIERTOS,30,MG,28,
2026-06-22 20:03:25,afatinib,FANITRIX,30 mg comp.x 28,COMPRIMIDOS,30,MG,28,
2026-06-22 20:03:25,afatinib,GIOTRIF,30 mg comp.x 28,COMPRIMIDOS,30,MG,28,
2026-06-22 20:03:25,afatinib,AFATIXANE,40 mg comp.rec.x 28,COMPRIMIDOS RECUBIERTOS,40,MG,28,
2026-06-22 20:03:25,afatinib,FANITRIX,40 mg comp.x 28,COMPRIMIDOS,40,MG,28,
2026-06-22 20:03:25,afatinib,GIOTRIF,40 mg comp.x 28,COMPRIMIDOS,40,MG,28,
2026-06-22 20:03:25,aflibercept,EYLIA,40 mg/ml vial x 1,VIAL,40,MG,1,
2026-06-22 20:03:25,agomelatina,VESTIN,25 mg comp.x 28,COMPRIMIDOS,25,MG,28,
2026-06-22 20:03:25,agomelatina,VALDOXAN,25 mg comp.x 28,COMPRIMIDOS,25,MG,28,
2026-06-22 20:03:25,alb£mina humana,ALBUMINA SERICA,20% iny.x 10 ml,INYECTABLE,20,%,,
2026-06-22 20:03:25,alb£mina humana,ALBUMINA SERICA,20% iny.x 20 ml,INYECTABLE,20,%,,
2026-06-22 20:03:25,alb£mina humana,ALBUMINA SERICA,20% iny.x 50ml c/eq.perf,INYECTABLE,20,%,,c/eq.perf
2026-06-22 20:03:25,alb£mina humana,UMAN ALBUMIN,20% vial x 50 ml,VIAL,20,%,,
2026-06-22 20:03:25,alb£mina humana,ALBUNORM,f.a. x 50 ml,FRASCO AMPOLLA,,,,
2026-06-22 20:03:25,alb£mina humana,ALBUREX,f.a.x 1 x 50 ml,FRASCO AMPOLLA,,,1,
